,YER,PCR,GCR,ITR,XTR,MTR,YED,PCD,GCD,ITD,XTD,MTD,YFD,YIN,WIN,GON,TIN,YFN,HICP,HEX,HEG,HICPSYA,HEXSYA,HEGSYA,HEGWEI,CAN_YEN,NFN_YEN,LFN,LNN,UNN,URX,LEN,STN,LTN,COMPR,POILU,PCOMU,YWD,YWDX,YWR,YWRX,LPROD,ULC,WRN,SAX,EEN,EXR
1995Q2,1421596.689,807938.8906,281894.3865,305282.6338,395068.2978,370434.7045,0.996481161,0.995648469,0.996215017,0.998753149,0.996937478,1.000857663,0.895925312,1416594.319,690172.7416,583471.7156,142949.8616,1273644.457,97.65089303,97.73086906,97.39004956,NA,NA,51.74333333,NA,0.0202559,0.003944964,146613.3241,130803.1868,15810.13733,0.107835611,109071.9481,7.136667,8.93,36.17900237,18.1367,101.9304787,0.997169532,1.095231769,99.51228538,30657.72625,10.86821142,0.485491242,5.276421458,0.155628047,1.083041301,0.751309529
1995Q3,1425745.693,807247.1687,283628.9658,304960.3437,390280.8478,371568.121,1.004459876,1.00440999,1.003959878,1.00301174,1.003298483,1.00197416,0.90321996,1432104.343,696059.0037,591702.9643,144342.3748,1287761.968,98.05272933,98.20286857,97.00734049,NA,NA,51.54,NA,0.01804271,0.004589412,146991.9397,130957.5716,16034.36809,0.109083315,109202.8748,6.693333,8.513333,33.79878627,16.1967,101.8856346,1.002005259,1.101488066,100.4325231,30886.13905,10.88708103,0.488206983,5.315148986,0.155780081,1.073803007,0.761949849
1995Q4,1429792.487,808131.2169,285129.1509,307929.2537,397590.5166,377986.3066,1.011409302,1.010319823,1.011729919,1.006151441,1.007352964,0.99833536,0.909381584,1446105.422,702958.838,597268.1195,145878.4642,1300226.957,98.44989312,98.55349677,97.29594077,NA,NA,51.69333333,NA,0.018409635,0.002396356,147397.2373,131222.6548,16174.58252,0.109734638,109456.6391,6.506667,8.153333,34.72330722,16.9867,101.4820384,1.007297591,1.099356515,100.9587861,30978.71623,10.89592715,0.491650952,5.35699296,0.155076969,1.058375152,0.759097786
1996Q1,1431764.508,814636.108,284916.5519,301036.7712,404511.6353,380231.2448,1.013840055,1.014325558,1.015497682,1.008693116,1.006747847,1.005664927,0.909954792,1451580.208,705889.6125,596951.3634,148739.2321,1302840.976,99.27225577,99.36086696,98.48798545,NA,NA,52.32666667,90.4,0.019048768,0.001925366,147385.9106,131267.6268,16118.2838,0.10936109,109406.6271,5.63,7.643333,36.19397595,18.6333,97.9842041,1.011786026,1.100710337,101.7642962,31059.31769,10.90721713,0.493020751,5.377484377,0.158527297,1.058337376,0.776800796
1996Q2,1441824.281,817171.3432,286828.3363,312545.0529,406446.0498,380923.903,1.0168763,1.018509455,1.021549716,1.008844879,1.003902593,1.003919578,0.914115323,1466156.939,710648.0994,607345.5695,148163.2706,1317993.669,100.0572383,100.0848407,99.76786499,NA,NA,53.00666667,90.4,0.021228101,0.003757066,147913.5572,131579.704,16333.85317,0.110428371,109689.6589,5.136667,7.536667,36.9952108,19.4767,96.84801043,1.019731251,1.106251533,103.150967,31341.08384,10.95780152,0.492881212,5.400894497,0.154996983,1.064167467,0.797128857
1996Q3,1451124.649,822325.1863,289105.2326,314404.2413,413563.2425,385692.5887,1.02074106,1.022589468,1.023256563,1.012701256,1.000135904,0.999536805,0.916027393,1481222.512,718330.8336,610939.095,151952.5834,1329269.929,100.1553611,100.1934367,99.77413891,NA,NA,53.01,90.4,0.025204296,0.00622976,148252.2117,131906.1332,16346.07848,0.110258581,109977.3557,5,7.276667,37.86404197,20.5433,94.74626961,1.022952765,1.096555625,103.8089372,31518.99295,11.00119163,0.49501663,5.44577281,0.152627452,1.043307299,0.784802873
1996Q4,1457318.054,823307.5911,289511.5701,314766.1883,426047.7063,396608.6672,1.024498823,1.026803946,1.030600032,1.012334801,1.004342874,1.006750873,0.919717535,1493020.63,723270.1935,617050.7738,152699.663,1340320.967,100.5151448,100.3608556,101.9700107,NA,NA,54.17666667,90.4,0.021178382,0.002014645,148422.7411,132098.2444,16324.49668,0.109986492,110196.4762,4.586667,6.473333,40.3874589,23.16,93.00546961,1.023874787,1.10035947,104.8916159,31726.3728,11.03207738,0.496302226,5.475244557,0.14800697,1.050612164,0.792438036
1997Q1,1460627.82,826057.4193,289839.2938,312171.0626,436770.6064,405703.5817,1.028157946,1.031884807,1.035881319,1.018188897,1.011704945,1.018077865,0.921332325,1501756.1,729447.6589,616275.9671,156032.474,1345723.626,101.206677,100.9898078,102.8922768,72.39666667,74.53666667,54.66666667,92.46,0.024790084,0.005582474,148744.761,132410.241,16334.51994,0.109815766,110579.5382,4.44,6.203333,39.9162737,21.17,103.3460049,1.02155343,1.115414029,105.6281578,31826.99856,11.03107893,0.499406932,5.508997289,0.144873434,1.086799173,0.848198507
1997Q2,1479494.003,833174.2048,291802.4473,317917.0446,452934.8728,417922.75,1.032171798,1.034170522,1.03716831,1.020434534,1.016063052,1.019206519,0.924134628,1527091.985,734361.064,632890.5763,159840.3449,1367251.64,101.5430981,101.4649156,101.9260932,72.46333333,74.69666667,54.15333333,92.46,0.018296718,-0.004138602,149208.7619,132772.2619,16436.49999,0.11015774,110879.5553,4.326667,6.22,36.5835137,18.0533,105.5306565,1.025476932,1.126301835,106.6968616,32175.87039,11.14309557,0.496359608,5.530982553,0.143312142,1.109985453,0.874508631
1997Q3,1490654.75,835157.9366,292030.4519,319172.0919,469399.559,430005.4102,1.036299406,1.042587922,1.040243923,1.024947509,1.02075149,1.029774503,0.927052566,1544764.632,740526.0093,641389.3021,162849.3206,1381915.311,101.8748467,101.7454554,102.8169898,72.82,75.03,54.62666667,92.46,0.017632317,-0.005886924,149519.2316,133218.418,16300.81357,0.109021518,111280.5307,4.323333,5.81,36.54611541,18.5233,101.2804244,1.035354427,1.142909147,107.7186969,32379.72238,11.18955451,0.496779022,5.558735949,0.146799099,1.136629951,0.914645068
1997Q4,1506954.706,845123.8015,291103.1704,326254.8395,476101.1235,439938.9849,1.040848587,1.046044013,1.046324417,1.027675755,1.025013509,1.028057506,0.931595719,1568511.677,746262.3728,657610.1806,164639.1231,1403872.553,102.1925777,102.0395697,103.1934249,73.13666667,75.36333333,54.82666667,92.46,0.021804627,-0.00097334,149832.3556,133612.2293,16220.12635,0.108255165,111728.813,4.433333,5.6,36.41146357,18.7167,98.79874334,1.029193781,1.121443931,108.4655333,32711.85418,11.27856869,0.495212212,5.585284946,0.145626015,1.081371664,0.890150698
1998Q1,1516419.533,850580.1468,294127.1838,332879.2434,486398.3103,456092.683,1.044237401,1.046309842,1.048032309,1.027608127,1.024720595,1.023893769,0.930751841,1583501.992,750236.2102,661174.0615,172091.7206,1411410.272,102.4542386,102.4830036,101.4994667,73.22333333,75.59333333,53.92666667,92.54,0.008811586,-0.011038032,150446.8141,134404.6415,16042.17258,0.106630191,112413.8487,4.203333,5.116667,30.31085509,14.0767,95.77324178,1.032094685,1.121077911,108.9594557,33010.39999,11.28249379,0.494741853,5.581921886,0.147026183,1.077413918,0.920159358
1998Q2,1522617.818,856010.3592,295526.8437,333576.8452,492543.5348,462094.4533,1.050593599,1.049943503,1.05177813,1.029911109,1.019393145,1.011732711,0.934517671,1599652.533,758579.6389,664333.6187,176739.2755,1422913.258,103.047648,103.2115021,100.621118,73.49,75.96,53.46,92.54,0.014638549,-0.006978289,151056.215,135089.0845,15967.1305,0.105703234,113061.7363,4.056667,4.99,28.62763163,13.28,90.60797781,1.032505902,1.110684888,109.6375681,33194.31826,11.2712128,0.498207515,5.615402915,0.145647611,1.059156482,0.908779214
1998Q3,1531207.049,863890.9912,296462.7476,339628.5128,494549.3936,469476.5259,1.052904087,1.053114805,1.054095802,1.031537128,1.010975371,0.998737554,0.936869615,1612214.16,767865.1108,666676.2485,177672.8007,1434541.359,103.1597883,103.4151197,99.61729092,73.68666667,76.26,52.92666667,92.54,0.012285667,-0.007000493,151671.2312,135880.2596,15790.97157,0.104113163,113770.0315,3.936667,4.56,26.63118531,12.4267,83.54924326,1.033799453,1.088952182,110.6508151,33470.47516,11.26879691,0.501476996,5.651042418,0.142128163,1.026713895,0.894719049
1998Q4,1535370.473,871827.7307,297607.8044,342901.5898,491474.0957,475497.9673,1.05740519,1.054323027,1.05965659,1.034026788,1.001871342,0.98371067,0.938571284,1623508.707,775881.3714,665173.2647,182454.0704,1441054.636,103.1457708,103.519191,98.63228559,73.78333333,76.44666667,52.40333333,92.54,0.011264154,-0.003913706,152055.2982,136446.2514,15609.04683,0.102653752,114344.3381,3.623333,4.146667,24.40407418,11.0933,79.62779765,1.041886073,1.065380329,112.1282816,33829.41369,11.25256618,0.505338213,5.686351685,0.140047662,0.980218868,0.849649218
1999Q1,1548725.543,877509.7593,299936.1772,349383.5738,495863.8664,483280.0455,1.057796799,1.054203325,1.066080882,1.033351586,0.999785857,0.978951881,0.941095783,1638236.922,781581.6972,675917.381,180737.844,1457499.078,103.3793965,103.849504,97.71629337,73.85666667,76.59666667,51.91666667,86.94,0.003604045,-0.010221654,152310.3695,137085.1111,15225.25836,0.09996206,115025.0807,3.088634921,3.998584641,24.17470465,11.09,77.80466246,1.041817848,1.068475991,112.518415,34069.39013,11.29754742,0.504661204,5.701433881,0.1412,1,0.891572096
1999Q2,1559053.386,883765.9455,300298.4895,354344.406,510929.5453,494271.4473,1.060934025,1.058350376,1.073764707,1.035741726,1.003905359,0.988506054,0.941252075,1654052.784,793446.1647,674016.0697,186590.55,1467462.234,104.0942914,104.2657888,101.4367275,74.22666667,76.74,53.89333333,86.94,0.009082992,-0.005629108,152753.0959,137669.7061,15083.38974,0.098743594,115660.6056,2.634876923,4.258207692,29.5058082,15.3267,78.81262678,1.03951903,1.085766159,113.2370749,34248.58889,11.32459297,0.508928156,5.763404217,0.1373,1.039062687,0.94615229
1999Q3,1576264.452,892321.1523,301522.4656,360389.7775,525598.0967,507385.8887,1.063658859,1.062691652,1.081198944,1.040664517,1.01044978,1.004649147,0.942920109,1676607.649,803552.0134,682739.4348,190316.2006,1486291.448,104.3839873,104.2386398,104.5987829,74.54333333,76.86,55.57333333,86.94,0.000197809,-0.012533662,153323.8577,138431.541,14892.31671,0.097129807,116416.6782,2.699393939,5.050689727,35.08749249,20.33,79.55633423,1.038221211,1.092048789,114.5343276,34629.05826,11.38659904,0.509782488,5.804688784,0.1327,1.046649265,0.953682805
1999Q4,1596372.183,900458.4818,303418.6229,363879.03,541868.9257,520729.9601,1.066743554,1.067457665,1.087387418,1.045736346,1.020565832,1.021762289,0.944874918,1702919.736,813552.9388,694819.0973,194547.7002,1508372.036,104.7671335,104.4603568,106.7256415,74.92333333,77.13,56.70333333,86.94,0.001289083,-0.011013713,153741.1299,139083.9081,14657.22183,0.095337024,117021.3777,3.430630769,5.317531848,39.58789463,24.05,83.60521981,1.040680175,1.103691192,116.0047728,35042.20378,11.47776335,0.509626106,5.849367838,0.1257,1.059608066,0.96339542
2000Q1,1614269.41,907467.8701,306086.649,370449.0844,563594.3753,537416.9611,1.07060999,1.075964984,1.093847093,1.055449171,1.032717324,1.048449667,0.950394035,1728252.958,825739.9791,708452.0396,194060.939,1534192.019,105.4539932,104.7454214,111.3244244,75.34666667,77.29333333,59.14666667,84.62,0.000380605,-0.010369581,154468.387,140143.1478,14325.23918,0.09273897,118075.5795,3.548615385,5.613682662,43.21189985,26.7733,88.60445236,1.048367798,1.130251994,116.9139051,35331.45891,11.51871808,0.511525507,5.89211811,0.1234,1.098922577,1.013733753
2000Q2,1628950.618,915028.182,306944.1882,373071.9446,580032.7107,555377.7692,1.07446202,1.080936939,1.095797577,1.063534392,1.044489911,1.062157338,0.953264142,1750245.571,835078.5631,717741.6505,197425.357,1552820.214,106.1361805,105.2341037,114.1100445,75.67,77.47333333,60.62666667,84.62,-0.002168242,-0.011275387,154937.4773,140930.8649,14006.61239,0.090401707,118803.9167,4.284806452,5.426625615,42.42902416,26.54,85.76423745,1.053141943,1.152901047,118.4366282,35719.82146,11.55850863,0.512648176,5.925448365,0.1248,1.131405784,1.071583507
2000Q3,1637432.688,919141.6603,309128.5047,377390.3221,594842.5293,571575.3123,1.081022646,1.089870838,1.102815546,1.06878399,1.055356702,1.080239944,0.961640301,1770101.817,846615.4464,728005.8157,195480.5552,1574621.262,106.7295899,105.47392,118.6900056,76.21333333,77.78,63.06,84.62,-0.009846756,-0.015684029,155422.4882,141614.9585,13807.52964,0.088838686,119385.812,4.738815385,5.438421892,45.35063435,30.34,82.87719635,1.057149002,1.168554835,118.6161104,35903.03688,11.56256871,0.51703832,5.978291102,0.1263,1.1477844,1.104681299
2000Q4,1650662.439,920336.2575,311192.3853,378366.6748,617162.2324,590408.024,1.084760827,1.097202751,1.109035172,1.076823564,1.067610741,1.09872769,0.965734632,1790573.953,855903.8461,738198.0367,196472.0707,1594101.883,107.4071046,106.0033258,120.9799862,76.74,78.22,64.27666667,84.62,-0.008777902,-0.014469588,155672.1293,142221.3539,13450.77536,0.086404518,119933.949,5.028174603,5.276487462,44.42984215,29.5767,81.80170416,1.059760544,1.186524178,119.3893339,36104.4612,11.60629114,0.518521429,6.01811066,0.1316,1.167856741,1.151673583
2001Q1,1664278.677,929783.0827,312681.3864,380796.1537,617793.2144,582718.6843,1.094376488,1.101581054,1.117660702,1.078060803,1.060010122,1.080385221,0.975277912,1821347.455,864461.1372,758673.0955,198213.2221,1623134.233,107.710818,106.5417812,118.7088274,77.03666667,78.70333333,63.07,91,0.003942626,-0.009951705,155726.4824,142605.2916,13121.19087,0.084257929,120365.2311,4.74471875,4.9884432,40.97811882,25.8167,81.94622491,1.060437298,1.15389106,119.4936507,36218.0019,11.6705254,0.519420905,6.061914868,0.131,1.098272012,1.083170576
2001Q2,1666839.521,932767.3066,313618.037,380579.7322,612146.2344,580840.2484,1.101081281,1.111025178,1.125996636,1.08249466,1.063742415,1.084746329,0.980584506,1835325.796,872475.3276,762001.6812,200848.7873,1634477.009,109.2574205,107.9444803,121.7893218,77.77333333,79.33,64.70666667,91,-0.001257652,-0.012755113,155821.2603,142782.0779,13039.18247,0.083680381,120542.1503,4.588548387,5.192936862,41.71596019,27.24,79.05784211,1.065521731,1.169938472,119.9137278,36329.52344,11.67401082,0.52343091,6.110538105,0.1295,1.124332021,1.1461085
2001Q3,1668133.617,935628.918,314698.6463,378788.8072,609936.9816,575866.4722,1.107730244,1.116234208,1.135628453,1.084953441,1.058401018,1.076898535,0.987689375,1847842.059,881024.6512,766573.1985,200244.2097,1647597.85,109.3275083,108.2204952,119.6812849,78.12666667,79.86333333,63.58666667,91,-0.000429833,-0.014180013,156124.2787,143050.8727,13073.40597,0.083737175,120864.3769,4.277923077,5.116738923,38.88269701,25.25,74.30172204,1.063816626,1.156005854,119.3714367,36254.18339,11.66112157,0.528149929,6.158820526,0.1353,1.100665111,1.123253772
2001Q4,1671835.533,935615.9293,318535.6799,377585.5693,610469.0814,569720.3315,1.11513461,1.119471224,1.148023118,1.088767636,1.054031996,1.059073981,0.994063138,1864321.665,889067.4151,772842.6608,202411.5895,1661910.076,109.705982,108.9625683,115.8541941,78.30666667,80.31333333,61.55333333,91,0.010481141,-0.011016203,156532.3023,143302.0043,13230.29802,0.0845212,121079.7584,3.452222222,4.811949152,32.27134787,19.34,69.55975723,1.065901968,1.151011786,119.557472,36193.41104,11.66651884,0.531791195,6.204151991,0.1354,1.091603808,1.116221714
2002Q1,1673671.542,937067.2456,318042.5115,376467.9755,615447.8455,571102.7631,1.123709931,1.125401182,1.157470394,1.094511196,1.055669487,1.056558953,1.002314178,1880721.333,897498.0492,780046.6661,203176.6175,1677544.715,110.4722745,109.7544145,116.3059163,78.99666667,81.06333333,61.79333333,81.89,0.018030353,-0.006590931,157106.0787,143790.7042,13315.37447,0.084754037,121550.4004,3.361467742,5.132725016,34.79329112,21.1533,73.39586349,1.069479631,1.159032042,120.3362663,36280.60327,11.63963659,0.536245032,6.241697292,0.1366,1.103833149,1.140775359
2002Q2,1682209.746,938459.3761,320876.4005,372721.8957,625332.2092,579069.3554,1.127569855,1.13123794,1.161713123,1.099298027,1.055616401,1.058957681,1.004499474,1896809,903757.9182,786020.8861,207030.1956,1689778.804,111.565643,110.70463,119.0852626,79.42666667,81.37,63.27,81.89,0.010508201,-0.01421806,157483.1063,143985.5405,13497.56581,0.085708024,121729.2468,3.446063492,5.258599708,38.9281335,25.07,75.32297267,1.071129597,1.146083075,121.1033521,36453.8259,11.68318527,0.537244491,6.276726921,0.1392,1.074231155,1.08835546
2002Q3,1688883.456,943385.9817,322083.1633,374574.8685,630005.4527,582108.8449,1.135254561,1.135508859,1.174603393,1.100559974,1.051340942,1.048329601,1.011125535,1917312.645,912112.3733,795560.8137,209639.4585,1707673.187,111.6310582,110.7951268,118.9786059,79.77333333,81.76333333,63.21333333,81.89,0.016874929,-0.010303003,157951.6769,144179.898,13771.77888,0.087189824,121860.4524,3.358863636,4.768222273,40.88935052,26.9133,76.57290123,1.075113137,1.123671274,121.6534454,36597.89988,11.71372347,0.540068274,6.326210421,0.1337,1.024739968,1.016516859
2002Q4,1691733.248,949027.3246,323929.9401,376243.4486,634257.1781,589407.5008,1.141043716,1.141674258,1.181211527,1.106669136,1.050519251,1.049288357,1.016385635,1930341.593,917981.0158,801472.3566,210888.2207,1719453.372,112.2338127,111.4195541,119.2923019,80.09666667,82.10666667,63.38,81.89,0.011845979,-0.012937691,158243.8794,144211.9398,14031.93956,0.088672874,121935.4524,3.116203125,4.541247545,41.22651838,26.8567,78.40841547,1.08031453,1.11931181,121.9452748,36714.03077,11.730882,0.542627519,6.365499396,0.1371,1.011141367,1.000637907
2003Q1,1687211.349,948173.7809,324361.6966,377506.1925,624921.7883,594525.3195,1.147685682,1.1523852,1.187064604,1.108305606,1.051007565,1.051671115,1.022095081,1936388.309,922905.7728,801584.647,211897.889,1724490.42,113.0234677,111.8132148,124.6251333,80.84333333,82.60666667,66.21333333,83.15,0.006172625,-0.010121845,158570.2611,144300.229,14270.03215,0.089991856,121975.754,2.685365079,4.157870703,45.94698588,31.4267,81.22587487,1.084349984,1.099240113,122.4259022,36888.34895,11.69236779,0.54700069,6.395733253,0.1372,0.961848653,0.93184652
2003Q2,1688155.028,949873.7136,325792.8268,377607.7237,622233.26,592018.1235,1.153284777,1.155432717,1.192139827,1.110461074,1.040695797,1.033604137,1.027022143,1946923.496,927936.5833,805836.0118,213150.9005,1733772.595,113.7944327,112.9398989,121.0364515,80.99,82.99333333,64.30666667,83.15,0.00451311,-0.013794316,158927.2826,144544.0747,14383.20796,0.090501818,122100.8612,2.359145161,3.960555292,41.11350256,26.1267,81.15856409,1.085308489,1.077831428,123.4494952,37022.07826,11.67917144,0.549674981,6.41974834,0.1359,0.927243815,0.879321618
2003Q3,1696660.765,954282.1612,328335.6291,380598.5187,632418.6234,595941.4968,1.162843617,1.161569298,1.21203012,1.114450656,1.038985336,1.029916991,1.036147812,1972951.141,940469.8586,817521.4816,214959.8006,1757991.34,113.9439532,113.0530198,121.6387477,81.41,83.42666667,64.62666667,83.15,0.009170674,-0.01277787,159197.668,144748.4453,14449.22261,0.090762778,122270.5817,2.139106061,4.164237788,43.64467077,28.4433,82.95796337,1.088699197,1.081566908,125.0727173,37265.2273,11.72144379,0.554306363,6.497270878,0.1381,0.935214585,0.88907808
2003Q4,1709819.715,956771.6073,329182.1283,384105.8318,647842.8255,611403.8888,1.164633218,1.16644687,1.204983485,1.1204528,1.040320337,1.031273953,1.035455932,1991312.837,942288.1847,828154.7822,220869.8702,1770442.967,114.5840878,113.7860431,121.4066127,81.75,83.82,64.50333333,83.15,0.018716437,-0.003097896,159600.0588,145071.3405,14528.71825,0.091032036,122451.1298,2.1493125,4.364097258,46.03749144,29.4133,90.14953668,1.093450915,1.073148242,126.4510674,37590.52363,11.78606132,0.551103825,6.495343471,0.1377,0.911181406,0.84105284
2004Q1,1719629.055,963285.4224,328826.4224,386549.2467,662448.269,619563.34,1.170386486,1.17127819,1.217935593,1.125206614,1.039459021,1.034274263,1.04187042,2012630.607,949114.3588,842516.2862,220999.9616,1791630.645,114.9999416,114.1027816,122.9688186,82.26333333,84.30333333,65.33333333,82.13,0.016171891,-0.00757286,160086.5107,145268.6883,14817.82242,0.092561343,122631.4878,2.061765625,4.150146446,50.50078327,31.95,100.3549945,1.096195777,1.064978552,127.2078601,37751.92257,11.83757543,0.551929706,6.533509525,0.1367,0.890122349,0.800176039
2004Q2,1728738.882,965477.4189,330497.859,387629.6602,681553.522,635506.2241,1.176749292,1.179818597,1.225814134,1.13560098,1.049815164,1.049889372,1.048560016,2034292.256,955942.799,856743.6713,221605.7858,1812686.47,116.4390762,115.3154376,127.0656879,82.87333333,84.72666667,67.51,82.13,0.015294893,-0.008445055,160443.0124,145600.7397,14842.27271,0.092508066,122901.4788,2.083444444,4.356630123,54.35433027,35.49,103.0211452,1.103650316,1.082964569,127.8853217,37904.32801,11.87314629,0.552971191,6.565507845,0.1373,0.909701601,0.830145618
2004Q3,1733808.832,966916.6444,332461.398,389276.9804,683334.847,644560.612,1.181691293,1.185397575,1.226873034,1.142394375,1.05424159,1.058992906,1.050482057,2048826.8,960060.1903,861274.8783,227491.7312,1821335.069,116.5558891,115.2430402,129.4372294,83.28666667,85.04333333,68.77,82.13,0.011339122,-0.007117733,160803.2329,145952.5898,14850.64317,0.092352889,123105.3444,2.11630303,4.207142545,59.30972208,41.5933,100.9902982,1.106517304,1.083494839,128.8460525,38212.06546,11.87926048,0.553728977,6.577890752,0.1383,0.902700294,0.818338723
2004Q4,1740446.881,975024.9237,332768.1795,390468.7091,691821.9787,654440.1944,1.188187833,1.191466954,1.233522906,1.151724041,1.060840743,1.064665216,1.05373368,2067977.807,967268.6815,866698.8159,234010.31,1833967.497,117.2661114,115.8222192,131.7774013,83.64,85.29,70.01333333,82.13,0.016274425,-0.001691547,161236.6581,146338.2041,14898.45401,0.092401159,123364.6193,2.164,3.841422576,61.16879564,44.1567,99.73093946,1.112162747,1.079153563,129.6393541,38395.81407,11.89331858,0.555758807,6.609816537,0.1315,0.879859319,0.770606724
2005Q1,1743369.763,977679.5022,334052.1485,392203.1455,695861.4662,653956.1473,1.193024067,1.195439216,1.245047654,1.155519331,1.064411791,1.068949705,1.061088607,2079882.085,973816.3433,876053.4499,230012.2917,1849869.793,117.3829243,115.8900917,132.2793149,83.97666667,85.63666667,70.28,86.78,0.008692232,-0.011326652,161415.7902,146618.7483,14797.0419,0.091670349,123704.2508,2.140354839,3.674182922,66.56841494,47.64,109.9544754,1.115679704,1.085724359,130.8687106,38517.34504,11.89049684,0.558582788,6.641826877,0.1313,0.885475311,0.762603874
2005Q2,1755274.131,983121.5231,336176.3928,399071.4348,708253.6273,672544.49,1.19876633,1.203334744,1.249872154,1.161877164,1.070430914,1.078082751,1.063325521,2104163.529,983997.5454,882430.2333,237735.7499,1866427.779,118.8173864,116.9398536,138.1517034,84.55,85.90333333,73.4,86.78,0.010079084,-0.005641159,161930.2845,147037.5835,14892.70101,0.091969832,124088.0835,2.124446154,3.408365831,69.42918507,51.6133,108.3210168,1.123232259,1.102595593,131.6712081,38852.17697,11.93758826,0.560594797,6.692149871,0.1284,0.906006679,0.794047333
2005Q3,1768145.377,988763.3343,337117.5423,403073.8795,724985.4984,684172.5715,1.203253271,1.212284178,1.257537118,1.167511563,1.077149183,1.096452417,1.066543463,2127526.709,993552.866,892251.0273,241722.8153,1885803.893,119.2519303,116.7588602,145.8247067,85.22333333,86.18,77.47666667,86.78,0.005825676,-0.008630014,162126.8006,147465.8185,14660.98205,0.090429109,124551.0166,2.130545455,3.262351273,76.05817686,61.55,104.4774807,1.125418467,1.115437166,132.9087543,39133.9012,11.99020488,0.561918086,6.737512977,0.1257,0.923268118,0.819725069
2005Q4,1778990.738,993374.0757,337817.0169,407129.8478,737981.986,701645.7413,1.212092759,1.216610277,1.276377438,1.176784333,1.085950902,1.107671581,1.073755957,2156301.791,1007840.894,902361.0084,246099.8885,1910201.903,120.0322404,117.5371319,146.5148378,85.57,86.52666667,77.84333333,86.78,0.007389228,-0.003842574,162667.5131,148102.2605,14565.25266,0.089540022,125139.7518,2.34371875,3.421350154,73.63350757,56.9333,108.3026756,1.132279505,1.128993322,133.7438207,39470.21755,12.01190807,0.566523969,6.805033841,0.1273,0.934998873,0.841475264
2006Q1,1794919.143,998678.3583,341160.7793,411676.557,758399.1283,719871.8049,1.215201857,1.223826769,1.275361206,1.185277548,1.090381823,1.121042394,1.07646039,2181189.076,1013045.071,919114.289,249029.7161,1932159.36,120.1350357,117.4873587,148.4848485,85.95333333,86.83333333,78.89,92.86,0.00446405,-0.004676749,163064.244,148796.7737,14267.47023,0.087496007,125707.7976,2.6136,3.561180185,80.86804798,61.9133,120.7164544,1.138102771,1.13395531,134.9832045,39825.32748,12.06289019,0.564395937,6.808246211,0.1253,0.935933764,0.831738102
2006Q2,1814117.745,1004392.927,342531.5228,421425.1806,773999.6834,731331.6779,1.222669353,1.233022466,1.287735393,1.194011433,1.097438214,1.127257141,1.083382967,2218066.169,1028370.634,937013.6304,252681.9045,1965384.265,121.770416,118.7633624,154.3007717,86.63666667,87.24,81.98,92.86,0.007054438,-0.004224745,163501.0047,149641.1671,13859.83758,0.084769128,126400.2912,2.89566129,4.050330646,89.64004482,69.83,130.374333,1.144531508,1.129131402,135.3509338,40031.09392,12.12311947,0.566870941,6.872244144,0.125,0.910086944,0.794758695
2006Q3,1825811.613,1006867.352,343429.0752,425379.0816,783193.3805,737008.9546,1.228562598,1.238629034,1.289025406,1.203427346,1.101573877,1.132721709,1.089646579,2243123.858,1038857.616,950631.7606,253634.4812,1989489.377,121.8732113,118.7905114,155.21049,87.1,87.7,82.46333333,92.86,0.006519239,-0.005927388,163698.7127,150239.1659,13459.54678,0.082221458,127088.7054,3.221507692,3.968108862,90.24274541,70.0933,131.8305267,1.152077345,1.131549603,135.4681798,40178.17537,12.15270067,0.568984012,6.914692385,0.1267,0.90168194,0.78474646
2006Q4,1846247.646,1016591.059,345952.5536,436286.2938,807080.2792,759389.178,1.234307183,1.241539565,1.291261265,1.212341286,1.106355299,1.128287864,1.09267919,2278836.731,1051135.173,966221.2099,261480.3486,2017356.383,122.1956148,119.7000034,148.7797227,87.11333333,88.11,79.04666667,92.86,0.009195262,-0.006649642,164111.5076,150936.8691,13174.63851,0.080278578,127747.4946,3.590190476,3.862036154,84.0383542,59.7233,140.2743134,1.156820816,1.137053732,136.6786522,40538.23684,12.23191959,0.569335958,6.964071661,0.1287,0.902911144,0.775979613
2007Q1,1860063.181,1016490.738,347955.8835,439734.6806,818439.6521,772308.5602,1.245033884,1.249212347,1.297359786,1.21961627,1.105773303,1.126146854,1.101747905,2315841.687,1063561.602,985759.1113,266520.9743,2049320.713,122.4152231,119.8176491,150.2164502,87.58666667,88.55333333,79.81,96.87,0.012219647,-0.003012768,164563.1798,151773.1568,12790.02297,0.077721049,128559.9306,3.820390625,4.080227092,84.29452544,58.0667,147.4374148,1.163132582,1.136901785,137.2823813,40881.43355,12.25554782,0.57178789,7.00757383,0.1272,0.897810084,0.763017496
2007Q2,1872241.247,1024004.663,349797.6312,443276.2753,832079.7028,779590.5446,1.250101833,1.258293267,1.301237308,1.225500009,1.113525245,1.13686791,1.107288946,2340492.215,1075241.552,997870.4863,267380.1775,2073112.038,124.0973285,121.2067737,155.1728465,88.31,89.04,82.44333333,96.87,0.013206539,-0.003990819,164889.6808,152477.7128,12411.96804,0.075274377,129135.3299,4.067790323,4.424932077,95.29010643,68.7333,155.549542,1.167463905,1.139936011,137.9686404,41029.15797,12.27878628,0.574307159,7.051794864,0.1239,0.889696398,0.741763435
